16,32
16,32,32,16
16,32,32,16,16,32
16,32,32,16,16,32,16,32
16,32,32,16,16,32,16,32,11,32
16,32,32,16,16,32,16,32,11,32,11,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32,32,15
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32,32,15,15,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32,32,15,15,32,32,15
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32,32,15,15,32,32,15,15,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32,32,15,15,32,32,15,15,32,32,15
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32,32,15,15,32,32,15,15,32,32,15,22,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32,32,15,15,32,32,15,15,32,32,15,22,32,32,22
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32,32,15,15,32,32,15,15,32,32,15,22,32,32,22,15,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32,32,15,15,32,32,15,15,32,32,15,22,32,32,22,15,32,32,15
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32,32,15,15,32,32,15,15,32,32,15,22,32,32,22,15,32,32,15,15,32
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32,32,15,15,32,32,15,15,32,32,15,22,32,32,22,15,32,32,15,15,32,32,15
16,32,32,16,16,32,16,32,11,32,11,32,11,32,36,32,8,32,8,32,32,8,16,32,8,32,26,32,32,26,26,32,32,26,26,32,32,26,16,32,16,32,27,32,20,32,32,20,20,32,32,20,32,16,16,32,32,16,32,16,16,32,32,22,3,32,32,3,3,32,32,3,32,16,16,32,32,16,3,32,3,32,32,3,3,32,16,3,16,11,11,16,16,11,11,16,16,11,11,16,24,36,24,36,15,32,32,15,15,32,32,15,15,32,32,15,22,32,32,22,15,32,32,15,15,32,32,15,18,32
